Original_Category,Encoded_Value
KF7OA0MQ,4350
KF7QA0MQ,4351
KFA2ADBN,4352
KFA2ADDN,4353
KFA2ADER,4354
KFA4ADER,4355
KFG4JKBS,4356
KFUOA0MC,4357
KFUOA0MG,4358
KFUOA0MQ,4359
KH0ABEY5,4360
KH0AUEL1,4361
KH0AUEY5,4362
KH0JUEL1,4363
KH0JUEY5,4364
KH0KUEL1,4365
KH0KUEY5,4366
KH0OAJM,4367
KH0OAJMN,4368
KH0OAKFN,4369
KH0OAKMN,4370
KH0OASM,4371
KH0OASMN,4372
KH0OAVMN,4373
KH0OCVMN,4374
KH0PUEL1,4375
KH0QBEY5,4376
KH0QUEY5,4377
KH3ABEY5,4378
KH3AUEY5,4379
KH3OAJMN,4380
KH3OAKMN,4381
KH3OAVM,4382
KH3OAVMN,4383
KH3OQKMN,4384
KH3OQVMN,4385
KH4OASMN,4386
KH7AUEY5,4387
KH7OAJMN,4388
KH7OAKMN,4389
KH7OASM,4390
KH7OASMN,4391
KH7OAVMN,4392
KH9OAJMN,4393
KHF2ODBN,4394
KHW0ODBN,4395
KHW0ODMN,4396
KHX0ODBN,4397
KHX0ODMN,4398
KHX2ODMN,4399
KI0ABEY5,4400
KI0AUEL1,4401
KI0AUEY5,4402
KI0AUEY8,4403
KI0JUEL1,4404
KI0JUEY5,4405
KI0KUEL1,4406
KI0KUEY5,4407
KI0PUEL1,4408
KI3AUEY5,4409
KI3QBEY5,4410
KI7AUEY5,4411
KIP,4412
KLF2ODMN,4413
KLW2ODBN,4414
KLW2ODMN,4415
KLX2ODMN,4416
KNN0AQM1,4417
KNR,4418
KR0NA0MC,4419
KR0NA0MQ,4420
KR0NG8MQ,4421
KR0NP4MQ,4422
KR0OX0MC,4423
KR0SA0MQ,4424
KR0TA0MC,4425
KR3NA0MC,4426
KR3NA0MQ,4427
KR3OA0MC,4428
KR3OA0MQ,4429
KR3SA0MC,4430
KR3SA0MQ,4431
KR3SA5MC,4432
KR3SH3MC,4433
KR3TA0MC,4434
KR3WA0MC,4435
KR7NA0BC,4436
KR7NA0MC,4437
KR7NA0MG,4438
KR7NA0MQ,4439
KR7NA6MQ,4440
KR7NC2MG,4441
KR7NH3MQ,4442
KR7NX0MG,4443
KR7NX2MG,4444
KR7OA0BG,4445
KR7OA0EF,4446
KR7OA0MC,4447
KR7OA0MG,4448
KR7OA0MQ,4449
KR7OB4MQ,4450
KR7OH3MQ,4451
KR7OJ0MG,4452
KR7OQ4MG,4453
KR7OX0MG,4454
KR7OX2MG,4455
KR7SA0MC,4456
KR7SA0MQ,4457
KR7SH3MQ,4458
KR7TA0MC,4459
KR7TA0MQ,4460
KR7TC2MC,4461
KR7TH3MQ,4462
KR7ZJ0M4,4463
KRA0AHER,4464
KRA0AHEX,4465
KRA0AQER,4466
KRA0JHEX,4467
KRA2ACER,4468
KRA2ADEX,4469
KRA2AFBN,4470
KRA2AFER,4471
KRA2AHBN,4472
KRA2AHER,4473
KRA2AKBS,4474
KRA2AKER,4475
KRA2AKEX,4476
KRA2AWBN,4477
KRA2AWEN,4478
KRA2AWER,4479
KRA2AXBS,4480
KRA2AXEX,4481
KRA2JFBN,4482
KRA2JFDN,4483
KRA2JFER,4484
KRA2JHER,4485
KRA2JHEX,4486
KRA2JKEX,4487
KRA2JXBS,4488
KRA2OWBN,4489
KRA2PFBN,4490
KRA2PFER,4491
KRA2PHBN,4492
KRA2PHER,4493
KRA2PKER,4494
KRA2PQER,4495
KRA2TWER,4496
KRA3AHER,4497
KRA3AHEX,4498
KRA3AWBN,4499
KRA3AWEN,4500
KRA3JHBN,4501
KRA3JHER,4502
KRA3JHEX,4503
KRA3PFBN,4504
KRA3PHER,4505
KRA3PKER,4506
KRA3PQER,4507
KRA4AFBN,4508
KRA4AFEN,4509
KRA4AFER,4510
KRA4AHBN,4511
KRA4AHER,4512
KRA4AHEX,4513
KRA4AKBS,4514
KRA4AKEX,4515
KRA4AWBN,4516
KRA4AWER,4517
KRA4JFBN,4518
KRA4JFER,4519
KRA4JHBN,4520
KRA4JHER,4521
KRA4JHEX,4522
KRA4JKER,4523
KRA4JKEX,4524
KRA4JQER,4525
KRA4JXEX,4526
KRA4PFBN,4527
KRA4PFER,4528
KRA4PHER,4529
KRA4PKER,4530
KRA4PQBN,4531
KRA4PQER,4532
KRA4TWER,4533
KRA7AFER,4534
KRA7AHBN,4535
KRA7AHBS,4536
KRA7AHER,4537
KRA7AHEX,4538
KRA7AKEX,4539
KRA7AQEN,4540
KRA7AQER,4541
KRA7AWBN,4542
KRA7AWEN,4543
KRA7AWER,4544
KRA7JHER,4545
KRA7JHEX,4546
KRA7JKEX,4547
KRA7JXEX,4548
KRA7OHER,4549
KRA7OWER,4550
KRA7PFBN,4551
KRA7PFER,4552
KRA7PHER,4553
KRA7PKER,4554
KRA7PQER,4555
KRD2AWER,4556
KREF0,4557
KRG2AHBS,4558
KRG2AHEX,4559
KRG2AKEX,4560
KRG2JHEX,4561
KRG2JKEX,4562
KRG3AHEX,4563
KRG3JHEX,4564
KRG4AHBS,4565
KRG4AHEX,4566
KRG4AKBS,4567
KRG4AKEX,4568
KRG4JFBN,4569
KRG4JFER,4570
KRG4JHBS,4571
KRG4JHER,4572
KRG4JKBS,4573
KRG4JKEX,4574
KRG4KKEX,4575
KRG7AHEX,4576
KRG7JHEX,4577
KRI2AWBN,4578
KRI4AWBN,4579
KRI7AWBN,4580
KRK2AFER,4581
KRK2JHER,4582
KRK3JHEX,4583
KRK7AHBS,4584
KRK7JHEX,4585
KRO2JXEX,4586
KRR2AWBN,4587
KRR2AWER,4588
KRR4AWBN,4589
KRU2AKBS,4590
KRU2AKES,4591
KRU2AKEX,4592
KRU2AWBN,4593
KRU2AWER,4594
KRU2JHBN,4595
KRU2JKEX,4596
KRU3AHBS,4597
KRU3AHEX,4598
KRU3JHEX,4599
KRU4AKBS,4600
KRU4AKEX,4601
KRU4AQER,4602
KRU4AWBN,4603
KRU4AWER,4604
KRU4JKBS,4605
KRU4JKEX,4606
KRU7AFBN,4607
KRU7AHBS,4608
KRU7AHEX,4609
KRU7AWBN,4610
KRU7AWER,4611
KRUNA0MQ,4612
KRUNC2MQ,4613
KRUNH3MQ,4614
KRUOA0MC,4615
KRUOA0MG,4616
KRUOA0MQ,4617
KRUOA5MC,4618
KRUOA5MQ,4619
KRUOC2MG,4620
KRUOH3MQ,4621
KRUOJ0MG,4622
KRUOX0MG,4623
KRUOX2MG,4624
KRUSA0MQ,4625
KRUTA0MC,4626
KRUTA0MQ,4627
KRUTA5MC,4628
KRUTC2MC,4629
KRVNA0MQ,4630
KRVNA5MQ,4631
KRVNH3MQ,4632
KRVOA0BQ,4633
KRVOA0MC,4634
KRVOA0MG,4635
KRVOA0MQ,4636
KRVOA6MQ,4637
KRVOJ0MG,4638
KRVOX0MG,4639
KRVTA0BC,4640
KRVTA0MC,4641
KRVTA0ME,4642
KRVTA0MG,4643
KRVTA0MQ,4644
KRVTA5MC,4645
KRVTC2MC,4646
KRVTJ0BC,4647
KRVTJ0ME,4648
KRVZA5M2,4649
KRX0AHER,4650
KRX2AFBN,4651
KRX2AFER,4652
KRX7AHER,4653
KRZ2AWER,4654
KRZ4AWBN,4655
KRZ4AWER,4656
KRZ7AWBN,4657
KRZ7AWEN,4658
KRZ7AWER,4659
KUAHINN1,4660
KUAHXNN1,4661
KUAHZND1,4662
KUAHZNN1,4663
KUAHZRD1,4664
KUAHZRN1,4665
KUAHZSN1,4666
KUAIKSN1,4667
KUAIXSD1,4668
KUAIXSN1,4669
KUAIZNN1,4670
KUAIZSN1,4671
KUAJXNN1,4672
KUAJZND1,4673
KUAJZNN1,4674
KUAJZRU1,4675
KUAKZNN1,4676
KUAKZRN1,4677
KUAPZNN1,4678
KUAUPNIF,4679
KUAUZNN1,4680
KUAUZON1,4681
KUAZINN1,4682
KUAZKNN1,4683
KUAZXNN1,4684
KUAZZND1,4685
KUAZZNN1,4686
KUBZZNN1,4687
KVAHZNN1,4688
KVAHZRK1,4689
KVAHZSN1,4690
KVAIKSN1,4691
KVAIXSN1,4692
KVAIZSN1,4693
KVAJXNN1,4694
KVAJZNN1,4695
KVAJZSN1,4696
KVAKUND1,4697
KVAKUNN1,4698
KVAKUSN1,4699
KVAKZND1,4700
KVAKZNN1,4701
KVAKZSN1,4702
KVAPZNN1,4703
KVAUPNIF,4704
KVAUZNN1,4705
KVAZKNN1,4706
KVAZZND1,4707
KVAZZNN1,4708
L00EXS2,4709
L00GSS4,4710
L00GXS2,4711
L00IXS2,4712
L00NXS2,4713
L00NXS4,4714
L00OXS5,4715
L00PSS4,4716
L00PXP4,4717
L00PXP5,4718
L00PXS2,4719
L00PXS4,4720
L00PXS5,4721
L00PXS6,4722
L00QXS2,4723
L00RXS2,4724
L00SXS2,4725
L00VXS4,4726
L00VXS5,4727
L00XXS2,4728
L00YXS2,4729
L00ZXS2,4730
L01PXS5,4731
L03EXS2,4732
L03GXS2,4733
L03IXS2,4734
L03NXS2,4735
L03OXS2,4736
L03PSS4,4737
L03PXP5,4738
L03PXS2,4739
L03PXS5,4740
L03PXS6,4741
L03QXS2,4742
L03RXS2,4743
L03SXS2,4744
L03SXS4,4745
L03VXS5,4746
L03XXS2,4747
L03YXS2,4748
L03YXS4,4749
L07EXS2,4750
L07GXS2,4751
L07GXS5,4752
L07IXS2,4753
L07NXS2,4754
L07OXS2,4755
L07PXP5,4756
L07PXS2,4757
L07PXS5,4758
L07PXS6,4759
L07QXS2,4760
L07RXS2,4761
L07SXS2,4762
L07XXS2,4763
L07YXS2,4764
L07ZXS2,4765
L0AGZNN1,4766
L0AHZNN1,4767
L0AHZNR1,4768
L0AHZNT1,4769
L0AHZRR1,4770
L0AHZRU1,4771
L0AHZSN1,4772
L0AIKSN1,4773
L0AIZNN1,4774
L0AIZNR1,4775
L0AIZNT1,4776
L0AIZON1,4777
L0AIZRU1,4778
L0AIZSN1,4779
L0AJUSN1,4780
L0AJZNN1,4781
L0AJZNT1,4782
L0AJZON1,4783
L0AJZRU1,4784
L0AJZRV1,4785
L0AJZSN1,4786
L0AKZNN1,4787
L0AKZRN1,4788
L0APZNN1,4789
L0APZRN1,4790
L0AWVNN1,4791
L0AWWNN1,4792
L0AWZNN1,4793
L0AZUNN1,4794
L0AZVNN1,4795
L0AZWNN1,4796
L0AZZNN1,4797
L0AZZNT1,4798
L0BHZNN1,4799
L0BWINN1,4800
L0BWZNN1,4801
L0BZZNN1,4802
L14EXS2,4803
L14GXP5,4804
L14GXS2,4805
L14GXS5,4806
L14IXS2,4807
L14NXS2,4808
L14OXS5,4809
L14PXS2,4810
L14PXS6,4811
L14QXS2,4812
L14RXS2,4813
L14SXS2,4814
L14VXP5,4815
L14VXS5,4816
L14VXS6,4817
L14XXS2,4818
L14YXS2,4819
L14ZXS2,4820
L14ZXS6,4821
L21DXS6,4822
L21EXS2,4823
L21GSS4,4824
L21GXS2,4825
L21IXS2,4826
L21NXS2,4827
L21OXS2,4828
L21PXS2,4829
L21PXS6,4830
L21QXS2,4831
L21RXS2,4832
L21SXS2,4833
L21VXS6,4834
L21XXS2,4835
L21YXS2,4836
L21ZXS2,4837
L21ZXS5,4838
L21ZXS6,4839
L3AGZNN1,4840
L3AHZNN1,4841
L3AHZSN1,4842
L3AIZNN1,4843
L3AIZNR1,4844
L3AIZNT1,4845
L3AIZSN1,4846
L3AJKSN1,4847
L3AJUSN1,4848
L3AJXSN1,4849
L3AJZNN1,4850
L3AJZRK1,4851
L3AJZRU1,4852
L3AJZRV1,4853
L3AJZSN1,4854
L3AKJNN1,4855
L3AKJRN1,4856
L3AKVNN1,4857
L3AKZNN1,4858
L3AKZRN1,4859
L3AKZSN1,4860
L3AWVNN1,4861
L3AWWNN1,4862
L3AWZNN1,4863
L3AZZNN1,4864
L7AGZNN1,4865
L7AHZNN1,4866
L7AHZNR1,4867
L7AHZNT1,4868
L7AHZRU1,4869
L7AHZRV1,4870
L7AHZSN1,4871
L7AHZSR1,4872
L7AHZST1,4873
L7AIZNN1,4874
L7AIZON1,4875
L7AIZRU1,4876
L7AIZSN1,4877
L7AJKSN1,4878
L7AJUSN1,4879
L7AJZNN1,4880
L7AJZON1,4881
L7AJZRU1,4882
L7AJZRV1,4883
L7AJZSN1,4884
L7AKKNN1,4885
L7AKKRN1,4886
L7AKKSN1,4887
L7AKVNN1,4888
L7AKVRN1,4889
L7AKZNN1,4890
L7AKZNR1,4891
L7AKZRN1,4892
L7AKZSN1,4893
L7APZNN1,4894
L7AUKNN1,4895
L7AUZNN1,4896
L7AUZON1,4897
L7AWVNN1,4898
L7AWWNN1,4899
L7AWZNN1,4900
L7AZKRN1,4901
L7AZWNN1,4902
L7AZZNN1,4903
L7AZZRN1,4904
L7AZZRU1,4905
L7BHZNN1,4906
L7BHZSN1,4907
L7BWKNN1,4908
L7BWUNN1,4909
L7BWZNN1,4910
L8AGZNN1,4911
L8AHZNN1,4912
L8AIZNN1,4913
L8AIZON1,4914
L8AJZNN1,4915
L8AKZNN1,4916
L8AKZRN1,4917
L8AWZNN1,4918
L8AZZNN1,4919
LA0NA0BC,4920
LA0NA0BQ,4921
LA0NA0MC,4922
LA0NA0ME,4923
LA0NA0ML,4924
LA0NA0MQ,4925
LA0NH3BC,4926
LA0NH3ME,4927
LA0NJ0BQ,4928
LA0NK7MQ,4929
LA0NL0MC,4930
LA0NL0MQ,4931
LA0NX0BQ,4932
LA0NX0MC,4933
LA0NX0ME,4934
LA0NX0ML,4935
LA0NX0MQ,4936
LA0OA0BC,4937
LA0OA0BQ,4938
LA0OA0MC,4939
LA0OA0ME,4940
LA0OA0ML,4941
LA0OA0MQ,4942
LA0OB4MC,4943
LA0OK5MC,4944
LA0OL0MC,4945
LA0OL0MQ,4946
LA0OX0MC,4947
LA0OX0MQ,4948
LA0QA0MC,4949
LA0QA0ML,4950
LA0QA0MQ,4951
LA0SA0BC,4952
LA0SA0BQ,4953
LA0SA0MC,4954
LA0SA0MD,4955
LA0SA0ME,4956
LA0SA0ML,4957
LA0SA0MQ,4958
LA0SL0MQ,4959
LA0SX0BC,4960
LA0SX0BQ,4961
LA0SX0MC,4962
LA0SX0ME,4963
LA0SX0ML,4964
LA0SX0MQ,4965
LA0SX2MC,4966
LA0TA0BC,4967
LA0TA0BQ,4968
LA0TA0MC,4969
LA0TA0ME,4970
LA0TA0ML,4971
LA0TX0MC,4972
LA0TX0MQ,4973
LA0UA0BC,4974
LA0UA0MC,4975
LA0UA0ME,4976
LA0UA0MQ,4977
LA0WA0BC,4978
LA0WA0MC,4979
LA0WX0MC,4980
LA3NA0BC,4981
LA3NA0BQ,4982
LA3NA0MC,4983
LA3NA0ME,4984
LA3NA0MG,4985
LA3NA0ML,4986
LA3NA0MQ,4987
LA3NL0MQ,4988
LA3NX0BC,4989
LA3NX0BQ,4990
LA3NX0MC,4991
LA3NX0ME,4992
LA3NX0ML,4993
LA3NX0MQ,4994
LA3OA0BC,4995
LA3OA0BG,4996
LA3OA0BQ,4997
LA3OA0MC,4998
LA3OA0ME,4999
LA3OA0MG,5000
LA3OA0ML,5001
LA3OA0MQ,5002
LA3OB4MC,5003
LA3OH3MG,5004
LA3OL0MC,5005
LA3OL0MQ,5006
LA3OX0BC,5007
LA3OX0MC,5008
LA3OX0ME,5009
LA3OX0MG,5010
LA3OX0MQ,5011
LA3QA0BQ,5012
LA3QA0ML,5013
LA3QA0MQ,5014
LA3SA0BC,5015
LA3SA0BQ,5016
LA3SA0MC,5017
LA3SA0ME,5018
LA3SA0ML,5019
LA3SA0MQ,5020
LA3SC2BC,5021
LA3SH3BC,5022
LA3SH3ME,5023
LA3SL0MQ,5024
LA3SX0BC,5025
LA3SX0BQ,5026
LA3SX0MC,5027
LA3SX0ME,5028
LA3SX0MQ,5029
LA3SX2MC,5030
LA3SX5MC,5031
LA3TA0BC,5032
LA3TA0BQ,5033
LA3TA0MC,5034
LA3TA0ME,5035
LA3TA0ML,5036
LA3TA0MQ,5037
LA3TA5BC,5038
LA3TA5ME,5039
LA3TC2BC,5040
LA3TC2MC,5041
LA3TH3BC,5042
LA3TH3MC,5043
LA3TX0MC,5044
LA3TX0ME,5045
LA3TX2MC,5046
LA3TX3MC,5047
LA3TX5MC,5048
LA3UA0BC,5049
LA3UA0BQ,5050
LA3UA0MC,5051
LA3UA0ME,5052
LA3UA0ML,5053
LA3UA0MQ,5054
LA3WA0BC,5055
LA3WA0ME,5056
LA7NA0BC,5057
LA7NA0BG,5058
LA7NA0BQ,5059
LA7NA0MC,5060
LA7NA0ME,5061
LA7NA0MG,5062
LA7NA0ML,5063
LA7NA0MQ,5064
LA7NC2BG,5065
LA7NK4MG,5066
LA7NL0MQ,5067
LA7NX0BC,5068
LA7NX0BQ,5069
LA7NX0MC,5070
LA7NX0ME,5071
LA7NX0ML,5072
LA7NX0MQ,5073
LA7OA0BC,5074
LA7OA0BG,5075
LA7OA0BQ,5076
LA7OA0MC,5077
LA7OA0ME,5078
LA7OA0MF,5079
LA7OA0MG,5080
LA7OA0ML,5081
LA7OA0MQ,5082
LA7OB4BC,5083
LA7OC2BC,5084
LA7OC2BG,5085
LA7OC2ME,5086
LA7OC2MG,5087
LA7OJ0MG,5088
LA7OJ2MG,5089
LA7OK7MG,5090
LA7OL0MC,5091
LA7OL0MQ,5092
LA7OQ4MG,5093
LA7OX0BC,5094
LA7OX0BG,5095
LA7OX0BQ,5096
LA7OX0MC,5097
LA7OX0ME,5098
LA7OX0MF,5099
LA7OX0MG,5100
LA7OX0ML,5101
LA7OX0MQ,5102
LA7OX0MX,5103
LA7OX2MG,5104
LA7QA0BQ,5105
LA7QA0MC,5106
LA7QA0ML,5107
LA7QA0MQ,5108
LA7QC2BG,5109
LA7QX0MQ,5110
LA7RX0M4,5111
LA7SA0BC,5112
LA7SA0BQ,5113
LA7SA0M1,5114
LA7SA0MC,5115
LA7SA0MD,5116
LA7SA0ME,5117
LA7SA0ML,5118
LA7SA0MQ,5119
LA7SA5BC,5120
LA7SA5ME,5121
LA7SH3BC,5122
LA7SX0BC,5123
LA7SX0MC,5124
LA7SX0ME,5125
LA7SX0ML,5126
LA7SX0MQ,5127
LA7TA0BC,5128
LA7TA0BG,5129
LA7TA0BQ,5130
LA7TA0MC,5131
LA7TA0MD,5132
LA7TA0ME,5133
LA7TA0MG,5134
LA7TA0ML,5135
LA7TA0MQ,5136
LA7TA5BC,5137
LA7TA5MC,5138
LA7TA5ME,5139
LA7TC2BC,5140
LA7TH3BC,5141
LA7TL0MC,5142
LA7TX0BC,5143
LA7TX0BQ,5144
LA7TX0MC,5145
LA7TX0ME,5146
LA7TX0MQ,5147
LA7TX2MC,5148
LA7TX3MC,5149
LA7TX5MC,5150
LA7UA0BC,5151
LA7UA0BQ,5152
LA7UA0MC,5153
LA7UA0ME,5154
LA7UA0ML,5155
LA7UA0MQ,5156
LA7VA0MQ,5157
LA7ZA0M6,5158
LAA0AFBN,5159
LAA0AFDN,5160
LAA0AFEN,5161
LAA0AHBN,5162
LAA0AHBS,5163
LAA0AHDN,5164
LAA0AHDS,5165
LAA0AHEN,5166
LAA0AHES,5167
LAA0AKBN,5168
LAA0AKDN,5169
LAA0AKEN,5170
LAA0AQBN,5171
LAA0AQEN,5172
LAA0AWBN,5173
LAA0AWDN,5174
LAA0AWEN,5175
LAA0AXBS,5176
LAA0JFBN,5177
LAA0JFDN,5178
LAA0JHBN,5179
LAA0JHBS,5180
LAA0JHDN,5181
LAA0JHDS,5182
LAA0JHEN,5183
LAA0JHES,5184
LAA0JQBN,5185
LAA0JXDS,5186
LAA0PFBN,5187
LAA0PFDN,5188
LAA0PFEN,5189
LAA0PHBN,5190
LAA0PHDN,5191
LAA0PHEN,5192
LAA0PQBN,5193
LAA0PQDN,5194
LAA0PQEN,5195
LAA1AKEN,5196
LAA1AXBS,5197
LAA1AXDS,5198
LAA1JXBS,5199
LAA1JXDS,5200
LAA2AABN,5201
LAA2AADN,5202
LAA2ACBN,5203
LAA2ADBS,5204
LAA2ADDS,5205
LAA2ADES,5206
LAA2AFBN,5207
LAA2AFDN,5208
LAA2AFEN,5209
LAA2AHBN,5210
LAA2AHBS,5211
LAA2AHDN,5212
LAA2AHEN,5213
LAA2AHON,5214
LAA2AKBN,5215
LAA2AKBS,5216
LAA2AKDN,5217
LAA2AKDS,5218
LAA2AKEN,5219
LAA2AKES,5220
LAA2AKIS,5221
LAA2AQBN,5222
LAA2AQBS,5223
LAA2AQDN,5224
LAA2AQDS,5225
LAA2AQEN,5226
LAA2AQES,5227
LAA2AWBN,5228
LAA2AWDN,5229
LAA2AWEN,5230
LAA2AXBS,5231
LAA2AXDS,5232
LAA2AXES,5233
LAA2AZBS,5234
LAA2IWEN,5235
LAA2JFBN,5236
LAA2JFDN,5237
LAA2JFEN,5238
LAA2JHBN,5239
LAA2JHBS,5240
LAA2JHDN,5241
LAA2JHDS,5242
LAA2JHEN,5243
LAA2JKBN,5244
LAA2JKBS,5245
LAA2JKDN,5246
LAA2JKDS,5247
LAA2JKEN,5248
LAA2JKES,5249
LAA2JQBN,5250
LAA2JQBS,5251
LAA2JQDN,5252
LAA2JQDS,5253
LAA2JQEN,5254
LAA2JQES,5255
LAA2JXBS,5256
LAA2JZBS,5257
LAA2KFBN,5258
LAA2KKBN,5259
LAA2KKDN,5260
LAA2KKEN,5261
LAA2OFBN,5262
LAA2OFDN,5263
LAA2OFEN,5264
LAA2OHBN,5265
LAA2OHDN,5266
LAA2OKBN,5267
LAA2OKDN,5268
LAA2OQBN,5269
LAA2OWBN,5270
LAA2OWEN,5271
LAA2PFBN,5272
LAA2PFDN,5273
LAA2PFEN,5274
LAA2PHBN,5275
LAA2PHDN,5276
LAA2PHEN,5277
LAA2PKBN,5278
LAA2PKDN,5279
LAA2PKEN,5280
LAA2PQBN,5281
LAA2PQDN,5282
LAA2TCBN,5283
LAA2TKES,5284
LAA2TWBN,5285
LAA2TWDN,5286
LAA2TWEN,5287
LAA3ACBS,5288
LAA3AFBN,5289
LAA3AFDN,5290
LAA3AFEN,5291
LAA3AHBN,5292
LAA3AHBS,5293
LAA3AHDN,5294
LAA3AHDS,5295
LAA3AHEN,5296
LAA3AHES,5297
LAA3AKBN,5298
LAA3AKBS,5299
LAA3AKDN,5300
LAA3AKDS,5301
LAA3AKEN,5302
LAA3AKES,5303
LAA3AQBN,5304
LAA3AQDN,5305
LAA3AQEN,5306
LAA3AREN,5307
LAA3AWBN,5308
LAA3AWDN,5309
LAA3AWEN,5310
LAA3AXBS,5311
LAA3AXDS,5312
LAA3JFBN,5313
LAA3JFEN,5314
LAA3JHBN,5315
LAA3JHBS,5316
LAA3JHDN,5317
LAA3JHDS,5318
LAA3JHEN,5319
LAA3JHES,5320
LAA3JQDN,5321
LAA3JQEN,5322
LAA3JXBS,5323
LAA3OFBN,5324
LAA3OFDN,5325
LAA3OFEN,5326
LAA3OHBN,5327
LAA3OHDN,5328
LAA3OHEN,5329
LAA3OKBN,5330
LAA3OKDN,5331
LAA3OKEN,5332
LAA3OQBN,5333
LAA3OQEN,5334
LAA3PFBN,5335
LAA3PFDN,5336
LAA3PFEN,5337
LAA3PHBN,5338
LAA3PHDN,5339
LAA3PHEN,5340
LAA3PKBN,5341
LAA3PKDN,5342
LAA3PKEN,5343
LAA3PQBN,5344
LAA3PQEN,5345
LAA4AADN,5346
LAA4ACBS,5347
LAA4ACDS,5348
LAA4ACEN,5349
LAA4ADBS,5350
LAA4ADDS,5351
LAA4ADES,5352
LAA4AFBN,5353
LAA4AFDN,5354
LAA4AFEN,5355
LAA4AHBN,5356
LAA4AHDN,5357
LAA4AHEN,5358
LAA4AHES,5359
LAA4AKBN,5360
LAA4AKBS,5361
LAA4AKDN,5362
LAA4AKDS,5363
LAA4AKEN,5364
LAA4AKES,5365
LAA4AQBN,5366
LAA4AQDN,5367
LAA4AQEN,5368
LAA4AWBN,5369
LAA4AWBS,5370
LAA4AWDN,5371
LAA4AWEN,5372
LAA4AXBS,5373
LAA4AXDS,5374
LAA4AXES,5375
LAA4AZES,5376
LAA4JCBS,5377
LAA4JFBN,5378
LAA4JFDN,5379
LAA4JHBN,5380
LAA4JHDN,5381
LAA4JHDS,5382
LAA4JHEN,5383
LAA4JKBN,5384
LAA4JKBS,5385
LAA4JKDN,5386
LAA4JKDS,5387
LAA4JKEN,5388
LAA4JKES,5389
LAA4JQDN,5390
LAA4JQEN,5391
LAA4JXBS,5392
LAA4JXDS,5393
LAA4KKBN,5394
LAA4KKBS,5395
LAA4KKEN,5396
LAA4OFBN,5397
LAA4OFDN,5398
LAA4OFEN,5399
LAA4OHBN,5400
LAA4OHDN,5401
LAA4OHEN,5402
LAA4OKBN,5403
LAA4OKDN,5404
LAA4OKEN,5405
LAA4OQBN,5406
LAA4OQDN,5407
LAA4OQEN,5408
LAA4OWBN,5409
LAA4OWEN,5410
LAA4PFBN,5411
LAA4PFDN,5412
LAA4PFEN,5413
LAA4PHBN,5414
LAA4PHDN,5415
LAA4PHEN,5416
LAA4PHON,5417
LAA4PKBN,5418
LAA4PKDN,5419
LAA4PKEN,5420
LAA4PQBN,5421
LAA4PQDN,5422
LAA4PQEN,5423
LAA4TCEN,5424
LAA4TWBN,5425
LAA4TWDN,5426
LAA4TWEN,5427
LAA7ACBN,5428
LAA7ACBS,5429
LAA7ACDS,5430
LAA7AFBN,5431
LAA7AFDN,5432
LAA7AFEN,5433
LAA7AHBN,5434
LAA7AHBS,5435
LAA7AHDN,5436
LAA7AHDS,5437
LAA7AHEN,5438
LAA7AHES,5439
LAA7AKBN,5440
LAA7AKBS,5441
LAA7AKDN,5442
LAA7AKDS,5443
LAA7AKEN,5444
LAA7AKES,5445
LAA7AQBN,5446
LAA7AQDN,5447
LAA7AQEN,5448
LAA7AQON,5449
LAA7AREN,5450
LAA7AWBN,5451
LAA7AWDN,5452
LAA7AWEN,5453
LAA7AWIN,5454
LAA7AXBS,5455
LAA7AXDS,5456
LAA7AXES,5457
LAA7IWEN,5458
LAA7JFBN,5459
LAA7JFDN,5460
LAA7JFEN,5461
LAA7JHBN,5462
LAA7JHBS,5463
LAA7JHDN,5464
LAA7JHDS,5465
LAA7JHEN,5466
LAA7JHES,5467
LAA7JKBN,5468
LAA7JKBS,5469
LAA7JKDN,5470
LAA7JKDS,5471
LAA7JKES,5472
LAA7JQDN,5473
LAA7JQEN,5474
LAA7JXBS,5475
LAA7JXDS,5476
LAA7KKBS,5477
LAA7OFBN,5478
LAA7OFDN,5479
LAA7OFEN,5480
LAA7OHBN,5481
LAA7OHDN,5482
LAA7OHEN,5483
LAA7OKBN,5484
LAA7OKDN,5485
LAA7OKEN,5486
LAA7OQBN,5487
LAA7OQDN,5488
LAA7OQEN,5489
LAA7OWBN,5490
LAA7OWDN,5491
LAA7OWEN,5492
LAA7PFBN,5493
LAA7PFDN,5494
LAA7PFEN,5495
LAA7PFON,5496
LAA7PHBN,5497
LAA7PHDN,5498
LAA7PHEN,5499
LAA7PKBN,5500
LAA7PKDN,5501
LAA7PKEN,5502
LAA7PQBN,5503
LAA7PQDN,5504
LAA7PQEN,5505
LAA7PQON,5506
LAA7TWBN,5507
LAA7TWDN,5508
LAA7TWEN,5509
LAC2AWBN,5510
LAC2AWDN,5511
LAC2AWEN,5512
LAC2TWBN,5513
LAC4AWBN,5514
LAC4AWEN,5515
LAC7AWEN,5516
LAD2ADES,5517
LAD2AKBN,5518
LAD2AKDN,5519
LAD2AWBN,5520
LAD2AWDN,5521
LAD2AWEN,5522
LAD4AWDN,5523
LAD4AWEN,5524
LAD7AWEN,5525
LAD7OWEN,5526
LAE2AWEN,5527
LAE4AWEN,5528
LAE7AWEN,5529
LAF2AKEN,5530
LAF2JKDN,5531
